,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
16607,104069,Male,Loyal Customer,57,Business travel,Business,2271,1,1,1,1,3,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
16608,117441,Female,disloyal Customer,24,Business travel,Eco,1107,3,3,3,4,3,3,3,3,3,5,5,4,4,3,0,17.0,neutral or dissatisfied
16609,12560,Male,Loyal Customer,42,Personal Travel,Eco,871,3,4,3,3,3,3,3,3,1,5,3,4,2,3,24,8.0,neutral or dissatisfied
16610,18913,Female,Loyal Customer,52,Personal Travel,Eco,503,2,4,4,5,3,4,4,5,5,4,5,4,5,3,73,63.0,neutral or dissatisfied
16611,61414,Female,Loyal Customer,41,Business travel,Business,2876,1,1,1,1,4,5,5,4,4,5,4,4,4,3,2,0.0,satisfied
16612,95907,Female,Loyal Customer,49,Business travel,Business,3878,2,4,2,2,3,4,5,4,4,4,4,5,4,3,1,0.0,satisfied
16613,12128,Male,Loyal Customer,33,Business travel,Eco Plus,1034,4,2,2,2,4,4,4,4,1,2,3,3,2,4,0,0.0,satisfied
16614,13390,Male,Loyal Customer,38,Business travel,Business,3809,3,3,2,3,1,5,4,4,4,4,4,4,4,2,39,15.0,satisfied
16615,120948,Female,Loyal Customer,54,Business travel,Business,861,3,3,3,3,5,5,5,5,5,4,5,4,5,5,0,0.0,satisfied
16616,22023,Female,Loyal Customer,26,Business travel,Eco Plus,448,1,1,2,1,1,1,1,1,1,3,3,2,4,1,0,20.0,neutral or dissatisfied
16617,3425,Male,Loyal Customer,58,Personal Travel,Eco,240,3,2,3,2,3,3,3,3,1,4,3,1,3,3,1,0.0,neutral or dissatisfied
16618,110569,Female,Loyal Customer,49,Business travel,Business,2815,4,4,4,4,4,4,4,4,4,4,4,5,4,5,24,18.0,satisfied
16619,39366,Male,Loyal Customer,37,Business travel,Business,3986,3,3,3,3,2,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
16620,84533,Male,Loyal Customer,30,Business travel,Eco,2556,3,5,5,5,3,3,3,3,2,2,4,1,3,3,0,0.0,neutral or dissatisfied
16621,38783,Female,disloyal Customer,25,Business travel,Eco,353,1,4,1,3,2,1,2,2,4,3,3,2,3,2,0,0.0,neutral or dissatisfied
16622,117779,Female,Loyal Customer,56,Business travel,Business,1912,2,2,2,2,2,3,5,5,5,4,5,4,5,3,36,35.0,satisfied
16623,22144,Female,Loyal Customer,54,Business travel,Business,2908,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
16624,104850,Male,Loyal Customer,52,Business travel,Business,2723,1,1,1,1,5,5,5,4,5,5,4,5,3,5,150,155.0,satisfied
16625,98671,Male,Loyal Customer,17,Personal Travel,Eco,873,2,1,2,4,2,2,2,2,4,2,3,4,4,2,2,8.0,neutral or dissatisfied
16626,21853,Male,disloyal Customer,62,Business travel,Eco,448,3,3,3,3,4,3,4,4,4,1,1,1,3,4,0,0.0,neutral or dissatisfied
16627,102383,Male,Loyal Customer,32,Business travel,Business,1985,4,1,1,1,4,4,4,4,2,5,4,3,4,4,37,23.0,neutral or dissatisfied
16628,26723,Female,Loyal Customer,30,Business travel,Eco Plus,515,5,4,4,4,5,5,5,5,2,3,1,5,3,5,0,0.0,satisfied
16629,23275,Male,Loyal Customer,43,Personal Travel,Business,979,4,1,4,3,1,2,2,1,1,4,1,4,1,4,0,0.0,neutral or dissatisfied
16630,121984,Female,Loyal Customer,40,Business travel,Business,3436,4,4,4,4,3,4,4,5,5,5,5,5,5,3,8,33.0,satisfied
16631,113147,Female,disloyal Customer,48,Business travel,Business,628,5,5,5,2,5,5,5,5,4,4,4,3,5,5,0,0.0,satisfied
16632,59856,Male,Loyal Customer,57,Business travel,Business,3409,3,3,3,3,4,4,4,5,5,5,5,4,5,3,110,94.0,satisfied
16633,107622,Female,Loyal Customer,59,Business travel,Eco,423,2,4,4,4,4,3,4,2,2,2,2,4,2,3,23,12.0,neutral or dissatisfied
16634,99406,Male,Loyal Customer,42,Business travel,Business,314,3,5,5,5,4,3,3,1,3,3,4,3,1,3,164,204.0,neutral or dissatisfied
16635,34517,Female,Loyal Customer,23,Personal Travel,Eco,1428,3,5,3,4,4,3,4,4,5,3,3,3,5,4,0,0.0,neutral or dissatisfied
16636,14149,Male,Loyal Customer,27,Personal Travel,Eco,654,2,5,2,3,2,2,2,2,5,3,4,4,5,2,25,16.0,neutral or dissatisfied
16637,114631,Female,disloyal Customer,26,Business travel,Eco,404,4,2,4,4,4,4,5,4,1,1,4,1,4,4,0,0.0,neutral or dissatisfied
16638,31796,Female,disloyal Customer,38,Business travel,Eco,1140,3,3,3,3,3,5,1,1,2,3,3,1,1,1,0,31.0,neutral or dissatisfied
16639,55045,Female,disloyal Customer,22,Business travel,Eco,1379,3,3,3,3,3,3,3,3,1,2,4,3,4,3,26,10.0,neutral or dissatisfied
16640,91408,Female,Loyal Customer,48,Personal Travel,Eco Plus,2218,3,2,3,4,1,3,3,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
16641,99912,Male,Loyal Customer,21,Business travel,Business,1428,2,2,2,2,5,5,5,5,3,1,5,2,4,5,0,0.0,satisfied
16642,6614,Female,Loyal Customer,36,Business travel,Business,1504,3,3,3,3,5,5,4,4,4,4,4,5,4,3,0,5.0,satisfied
16643,114471,Male,Loyal Customer,49,Business travel,Business,2961,4,4,3,4,3,5,4,4,4,4,4,5,4,5,3,0.0,satisfied
16644,57552,Female,disloyal Customer,34,Business travel,Business,1597,2,2,2,3,2,4,3,4,3,4,5,3,3,3,145,129.0,neutral or dissatisfied
16645,127474,Male,Loyal Customer,58,Business travel,Eco,2075,1,4,5,4,1,1,1,1,1,5,4,2,4,1,43,24.0,neutral or dissatisfied
16646,38160,Male,Loyal Customer,26,Personal Travel,Eco,1237,2,5,2,3,5,2,5,5,5,3,5,3,4,5,11,4.0,neutral or dissatisfied
16647,86300,Male,disloyal Customer,42,Personal Travel,Eco,331,4,0,4,3,5,4,5,5,5,5,5,4,4,5,16,13.0,neutral or dissatisfied
16648,6775,Male,Loyal Customer,50,Business travel,Business,3621,4,4,4,4,3,5,5,5,5,5,5,5,5,4,4,0.0,satisfied
16649,11603,Male,Loyal Customer,25,Personal Travel,Eco,468,2,2,1,3,2,1,5,2,2,4,4,2,4,2,0,0.0,neutral or dissatisfied
16650,106942,Female,Loyal Customer,29,Business travel,Business,2704,1,1,1,1,3,3,3,3,5,3,5,4,5,3,52,54.0,satisfied
16651,31144,Female,Loyal Customer,17,Business travel,Business,3878,5,3,5,5,2,3,2,2,2,2,2,1,5,2,30,22.0,satisfied
16652,43462,Male,disloyal Customer,36,Business travel,Eco,524,3,0,4,3,3,4,3,3,1,1,3,3,3,3,49,95.0,neutral or dissatisfied
16653,23690,Female,disloyal Customer,19,Business travel,Eco,212,3,4,3,5,1,3,1,1,4,3,3,4,2,1,0,0.0,neutral or dissatisfied
16654,58283,Male,Loyal Customer,22,Personal Travel,Eco,594,1,4,1,4,4,1,4,4,2,2,2,1,5,4,12,3.0,neutral or dissatisfied
16655,16425,Female,Loyal Customer,48,Business travel,Business,529,3,3,3,3,3,5,2,5,5,5,5,5,5,4,7,3.0,satisfied
16656,14897,Female,Loyal Customer,23,Business travel,Business,2873,0,0,0,3,3,3,5,3,5,4,1,3,4,3,0,0.0,satisfied
16657,25546,Male,Loyal Customer,51,Business travel,Eco Plus,516,5,2,2,2,5,5,5,5,2,1,5,2,4,5,0,4.0,satisfied
16658,72171,Male,Loyal Customer,23,Personal Travel,Business,594,5,3,5,5,1,5,1,1,3,4,4,1,4,1,15,20.0,satisfied
16659,87430,Female,Loyal Customer,45,Personal Travel,Eco Plus,425,3,4,3,5,5,4,5,4,4,3,4,5,4,3,8,13.0,neutral or dissatisfied
16660,60042,Female,disloyal Customer,25,Business travel,Business,1065,1,0,1,5,5,1,5,5,5,3,5,3,4,5,0,0.0,neutral or dissatisfied
16661,118879,Female,Loyal Customer,46,Personal Travel,Eco,1136,2,5,2,2,4,4,4,1,1,2,1,4,1,4,1,6.0,neutral or dissatisfied
16662,51256,Female,Loyal Customer,55,Business travel,Eco Plus,373,1,5,5,5,2,4,4,1,1,1,1,4,1,1,65,63.0,neutral or dissatisfied
16663,117681,Male,Loyal Customer,40,Business travel,Business,2075,1,1,1,1,5,4,4,4,4,4,4,4,4,4,12,15.0,satisfied
16664,26060,Male,Loyal Customer,31,Business travel,Eco Plus,432,5,1,1,1,5,5,5,5,4,3,4,4,2,5,9,2.0,satisfied
16665,112109,Female,Loyal Customer,40,Business travel,Business,3240,4,4,3,4,5,5,4,5,5,5,5,5,5,5,12,9.0,satisfied
16666,97278,Male,Loyal Customer,29,Business travel,Business,1817,1,1,1,1,5,5,5,5,4,3,4,5,4,5,0,17.0,satisfied
16667,93168,Female,Loyal Customer,13,Personal Travel,Eco,1075,3,4,3,3,2,3,2,2,3,4,5,3,5,2,0,0.0,neutral or dissatisfied
16668,39554,Male,Loyal Customer,56,Business travel,Business,3588,3,3,3,3,3,3,2,4,4,4,4,1,4,2,20,4.0,satisfied
16669,119079,Female,Loyal Customer,60,Business travel,Business,1609,1,1,1,1,4,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
16670,3205,Male,Loyal Customer,38,Personal Travel,Eco,693,3,4,3,4,5,3,5,5,5,5,4,5,5,5,0,0.0,neutral or dissatisfied
16671,43913,Male,Loyal Customer,65,Personal Travel,Eco,255,1,3,1,3,4,1,4,4,2,3,4,1,3,4,0,9.0,neutral or dissatisfied
16672,3346,Male,Loyal Customer,21,Business travel,Eco,240,4,2,2,2,3,2,4,3,2,3,3,4,1,4,537,524.0,neutral or dissatisfied
16673,94348,Female,disloyal Customer,25,Business travel,Business,293,1,0,1,1,4,1,4,4,4,2,5,3,4,4,0,0.0,neutral or dissatisfied
16674,54257,Female,Loyal Customer,12,Personal Travel,Eco,1222,4,4,4,3,4,4,4,4,2,2,4,3,4,4,54,47.0,satisfied
16675,20511,Female,Loyal Customer,35,Business travel,Eco Plus,139,5,5,5,5,5,5,5,5,2,2,2,2,4,5,6,0.0,satisfied
16676,123116,Female,Loyal Customer,25,Business travel,Business,3828,1,1,1,1,1,1,1,1,3,2,4,1,3,1,0,1.0,neutral or dissatisfied
16677,28034,Male,disloyal Customer,12,Business travel,Business,2537,2,2,1,4,2,1,2,2,2,3,4,4,3,2,1,0.0,neutral or dissatisfied
16678,96362,Male,disloyal Customer,29,Business travel,Business,1246,4,4,4,4,4,4,4,4,4,4,5,3,4,4,0,0.0,satisfied
16679,79600,Male,disloyal Customer,22,Business travel,Eco,762,3,3,3,3,2,3,2,2,5,3,5,3,5,2,10,3.0,neutral or dissatisfied
16680,95477,Female,Loyal Customer,35,Business travel,Eco Plus,189,4,4,4,4,4,4,4,4,1,3,4,3,4,4,9,6.0,neutral or dissatisfied
16681,129141,Female,Loyal Customer,40,Business travel,Business,1665,3,3,3,3,3,4,5,3,3,3,3,4,3,4,0,0.0,satisfied
16682,10002,Female,Loyal Customer,27,Personal Travel,Eco,534,3,5,3,1,3,3,3,3,3,3,5,4,5,3,0,0.0,neutral or dissatisfied
16683,36187,Male,Loyal Customer,47,Business travel,Business,280,5,5,5,5,3,4,5,4,4,4,4,3,4,4,35,43.0,satisfied
16684,74899,Male,Loyal Customer,43,Business travel,Business,2475,3,2,3,3,2,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
16685,91897,Male,disloyal Customer,49,Business travel,Business,1224,5,4,4,4,2,5,2,2,3,5,5,3,4,2,24,22.0,satisfied
16686,13814,Female,Loyal Customer,27,Business travel,Business,594,4,4,4,4,5,5,5,5,4,2,5,4,4,5,0,3.0,satisfied
16687,129752,Female,Loyal Customer,47,Business travel,Business,308,5,5,4,5,1,1,3,5,5,5,5,2,5,5,1,0.0,satisfied
16688,2464,Male,Loyal Customer,42,Business travel,Business,674,3,3,3,3,4,2,1,3,3,3,3,4,3,3,0,11.0,neutral or dissatisfied
16689,94352,Male,Loyal Customer,48,Business travel,Business,192,2,2,2,2,3,4,4,4,4,5,5,4,4,5,0,0.0,satisfied
16690,36646,Female,Loyal Customer,40,Personal Travel,Eco,1220,4,2,4,4,4,4,4,4,2,1,3,1,4,4,0,3.0,neutral or dissatisfied
16691,83668,Female,Loyal Customer,39,Business travel,Business,577,2,2,4,2,5,5,4,4,4,4,4,4,4,5,0,0.0,satisfied
16692,41570,Male,Loyal Customer,59,Personal Travel,Eco,1211,3,2,3,3,1,3,1,1,1,1,3,2,3,1,44,33.0,neutral or dissatisfied
16693,98287,Female,Loyal Customer,53,Personal Travel,Eco,1148,5,4,5,4,3,5,4,2,2,5,4,3,2,4,44,41.0,satisfied
16694,125055,Female,Loyal Customer,50,Business travel,Eco Plus,2300,1,5,5,5,1,1,1,1,4,2,3,1,4,1,5,69.0,neutral or dissatisfied
16695,19771,Male,disloyal Customer,22,Business travel,Eco,267,2,4,1,3,2,1,2,2,5,2,4,4,4,2,14,8.0,neutral or dissatisfied
16696,24107,Male,Loyal Customer,43,Business travel,Eco,584,4,5,5,5,4,4,4,4,4,2,4,5,3,4,0,0.0,satisfied
16697,10603,Female,disloyal Customer,17,Business travel,Business,166,4,5,4,1,3,4,3,3,5,4,5,4,4,3,0,0.0,satisfied
16698,110078,Male,Loyal Customer,67,Personal Travel,Business,1155,3,4,3,3,3,4,4,4,3,4,5,4,5,4,141,163.0,neutral or dissatisfied
16699,14442,Female,disloyal Customer,26,Business travel,Eco,674,3,3,3,4,4,3,4,4,2,3,4,4,3,4,114,99.0,neutral or dissatisfied
16700,8873,Female,disloyal Customer,13,Business travel,Eco,622,1,1,1,3,3,1,3,3,4,1,3,4,4,3,11,2.0,neutral or dissatisfied
16701,95644,Female,Loyal Customer,32,Personal Travel,Eco Plus,670,5,4,5,4,1,5,1,1,3,3,4,3,4,1,0,0.0,satisfied
16702,33258,Male,Loyal Customer,46,Personal Travel,Eco Plus,102,0,4,0,3,1,0,1,1,4,1,4,3,4,1,2,4.0,satisfied
16703,114468,Male,Loyal Customer,49,Business travel,Business,2638,3,3,3,3,4,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
16704,75335,Female,Loyal Customer,45,Business travel,Business,1056,1,1,1,1,1,4,5,4,4,4,4,2,4,3,0,0.0,satisfied
16705,125921,Male,Loyal Customer,7,Personal Travel,Eco,951,4,1,4,3,2,4,2,2,1,4,2,1,2,2,0,0.0,neutral or dissatisfied
16706,60248,Female,Loyal Customer,19,Personal Travel,Eco,1709,2,3,2,4,2,2,2,2,1,5,4,3,4,2,71,52.0,neutral or dissatisfied
16707,38600,Female,Loyal Customer,32,Business travel,Business,231,0,0,0,3,5,5,5,5,5,4,2,5,3,5,76,80.0,satisfied
16708,81195,Male,Loyal Customer,60,Business travel,Business,1426,3,3,3,3,3,5,4,5,5,5,5,4,5,4,0,0.0,satisfied
16709,36257,Male,Loyal Customer,48,Business travel,Eco,728,2,2,2,2,2,2,2,2,1,3,3,4,4,2,90,93.0,neutral or dissatisfied
16710,483,Female,Loyal Customer,34,Business travel,Business,2553,5,5,5,5,3,5,5,5,5,5,4,4,5,3,0,0.0,satisfied
16711,61786,Female,Loyal Customer,25,Personal Travel,Eco,1303,4,4,4,4,4,4,3,4,4,5,4,5,5,4,11,0.0,neutral or dissatisfied
16712,30891,Male,Loyal Customer,42,Business travel,Business,2117,4,4,4,4,3,1,5,3,3,3,3,2,3,1,0,9.0,satisfied
16713,2093,Female,Loyal Customer,43,Personal Travel,Eco,785,2,4,2,3,4,4,5,5,5,2,5,5,5,4,17,70.0,neutral or dissatisfied
16714,14062,Female,Loyal Customer,53,Personal Travel,Eco,319,3,2,3,3,3,3,3,3,3,3,2,3,4,3,113,158.0,neutral or dissatisfied
16715,60511,Male,Loyal Customer,32,Personal Travel,Eco,862,2,5,2,3,3,2,3,3,4,5,5,5,4,3,0,0.0,neutral or dissatisfied
16716,2529,Female,disloyal Customer,44,Business travel,Eco,304,2,3,2,3,3,2,4,3,3,2,3,4,3,3,15,19.0,neutral or dissatisfied
16717,96101,Male,Loyal Customer,23,Personal Travel,Eco,1235,3,4,3,4,4,3,4,4,3,2,4,5,5,4,15,7.0,neutral or dissatisfied
16718,109836,Male,Loyal Customer,23,Business travel,Business,3899,1,1,1,1,4,4,4,4,4,2,5,4,4,4,24,9.0,satisfied
16719,36172,Female,disloyal Customer,25,Business travel,Eco,174,3,1,3,3,5,3,5,5,2,4,3,1,3,5,5,0.0,neutral or dissatisfied
16720,38073,Male,disloyal Customer,26,Business travel,Eco,1237,4,4,4,4,3,4,3,3,4,2,5,1,1,3,36,15.0,satisfied
16721,71544,Male,Loyal Customer,40,Business travel,Business,1866,1,1,1,1,4,4,4,4,4,4,4,4,4,5,1,0.0,satisfied
16722,75942,Female,Loyal Customer,37,Personal Travel,Business,297,2,5,2,3,4,4,4,2,2,2,1,3,2,4,0,0.0,neutral or dissatisfied
16723,112247,Male,Loyal Customer,46,Business travel,Business,1546,5,5,5,5,3,5,4,5,5,5,5,3,5,3,5,0.0,satisfied
16724,95084,Female,Loyal Customer,18,Personal Travel,Eco,189,2,5,2,1,3,2,3,3,5,2,4,4,5,3,0,0.0,neutral or dissatisfied
16725,27274,Female,Loyal Customer,11,Personal Travel,Business,671,5,5,5,1,3,5,3,3,4,2,5,4,4,3,0,0.0,satisfied
16726,32855,Female,Loyal Customer,8,Personal Travel,Eco,102,1,4,1,2,1,1,1,1,2,3,4,3,5,1,0,0.0,neutral or dissatisfied
16727,77343,Male,Loyal Customer,39,Business travel,Business,2178,3,3,3,3,5,4,4,2,2,2,2,4,2,5,0,0.0,satisfied
16728,118578,Female,Loyal Customer,48,Business travel,Business,3178,0,0,0,4,4,5,4,1,1,1,1,4,1,4,0,0.0,satisfied
16729,119239,Female,disloyal Customer,24,Business travel,Business,331,5,4,5,2,5,5,5,5,4,4,4,5,4,5,9,12.0,satisfied
16730,13022,Male,Loyal Customer,66,Business travel,Business,374,3,1,1,1,1,3,4,3,3,2,3,2,3,3,15,19.0,neutral or dissatisfied
16731,118544,Male,Loyal Customer,40,Business travel,Business,2587,3,3,3,3,5,5,4,4,4,4,4,3,4,5,25,23.0,satisfied
16732,101491,Female,Loyal Customer,53,Business travel,Business,345,3,3,3,3,3,5,4,4,4,4,4,5,4,5,20,21.0,satisfied
16733,94447,Female,disloyal Customer,37,Business travel,Eco,192,3,2,3,4,3,3,3,3,4,5,3,3,4,3,0,0.0,neutral or dissatisfied
16734,105523,Male,Loyal Customer,52,Business travel,Business,611,1,1,1,1,3,5,4,5,5,5,5,4,5,4,61,80.0,satisfied
16735,106496,Male,disloyal Customer,28,Business travel,Business,495,0,0,0,1,3,0,3,3,4,2,4,4,4,3,0,0.0,satisfied
16736,37277,Male,disloyal Customer,44,Business travel,Business,1074,1,0,0,3,3,1,3,3,2,3,1,3,5,3,0,0.0,neutral or dissatisfied
16737,5012,Female,Loyal Customer,39,Personal Travel,Eco,502,2,5,3,3,2,3,2,2,4,2,5,3,4,2,0,38.0,neutral or dissatisfied
16738,89771,Male,Loyal Customer,30,Personal Travel,Eco,1076,3,4,3,4,4,3,4,4,3,4,5,5,4,4,0,0.0,neutral or dissatisfied
16739,52320,Female,Loyal Customer,51,Business travel,Business,651,5,3,5,5,4,1,1,5,5,5,5,4,5,1,0,0.0,satisfied
16740,129441,Female,Loyal Customer,67,Personal Travel,Eco,236,0,4,0,4,4,5,5,1,1,0,1,5,1,3,0,0.0,satisfied
16741,62547,Female,disloyal Customer,23,Business travel,Eco,1283,3,2,2,4,1,3,1,1,3,5,3,3,5,1,2,0.0,satisfied
16742,33846,Female,disloyal Customer,27,Business travel,Eco,1262,4,4,4,4,5,4,3,5,2,2,4,4,4,5,0,0.0,neutral or dissatisfied
16743,91890,Male,Loyal Customer,22,Business travel,Business,2475,2,2,2,2,4,4,4,4,4,3,5,4,4,4,0,10.0,satisfied
16744,128968,Female,Loyal Customer,19,Personal Travel,Eco,414,2,4,2,1,5,2,5,5,2,4,3,4,4,5,0,0.0,neutral or dissatisfied
16745,65020,Male,Loyal Customer,44,Business travel,Eco,247,2,4,4,4,3,2,3,3,3,5,2,3,2,3,0,9.0,neutral or dissatisfied
16746,13527,Female,Loyal Customer,42,Business travel,Business,3645,1,1,3,1,2,3,2,5,5,5,4,1,5,1,0,12.0,satisfied
16747,29389,Female,Loyal Customer,39,Business travel,Business,2614,5,5,4,5,3,3,3,3,2,5,5,3,2,3,0,8.0,satisfied
16748,48447,Male,Loyal Customer,41,Business travel,Business,959,3,1,3,3,5,3,4,4,4,5,4,1,4,5,0,3.0,satisfied
16749,47748,Male,disloyal Customer,27,Business travel,Eco,329,1,0,1,1,5,1,5,5,3,5,3,2,4,5,9,5.0,neutral or dissatisfied
16750,90951,Male,disloyal Customer,21,Business travel,Eco,406,2,2,2,3,1,2,1,1,1,2,3,1,4,1,5,0.0,neutral or dissatisfied
16751,25140,Female,Loyal Customer,66,Personal Travel,Eco,1249,2,4,2,3,3,5,4,3,3,2,3,4,3,4,46,44.0,neutral or dissatisfied
16752,99418,Male,Loyal Customer,36,Business travel,Eco,337,5,2,4,4,5,5,5,5,5,3,2,3,3,5,0,0.0,satisfied
16753,11799,Female,Loyal Customer,40,Business travel,Business,2676,2,2,3,2,4,4,5,4,4,4,4,5,4,5,4,2.0,satisfied
16754,100025,Male,Loyal Customer,31,Business travel,Eco,289,2,2,3,3,2,2,2,2,1,4,4,1,4,2,0,0.0,neutral or dissatisfied
16755,44171,Male,Loyal Customer,43,Personal Travel,Business,157,3,4,0,1,2,4,5,5,5,0,5,4,5,5,40,29.0,neutral or dissatisfied
16756,61177,Female,disloyal Customer,15,Business travel,Business,967,5,0,5,2,2,5,2,2,5,3,5,5,4,2,1,11.0,satisfied
16757,50679,Male,Loyal Customer,67,Personal Travel,Eco,77,3,5,0,2,4,0,4,4,5,2,4,4,5,4,106,102.0,neutral or dissatisfied
16758,83745,Female,Loyal Customer,39,Business travel,Eco,1183,2,1,3,1,2,2,2,2,4,1,3,4,4,2,4,0.0,neutral or dissatisfied
16759,75724,Female,Loyal Customer,23,Business travel,Eco,868,2,2,2,2,2,2,4,2,2,5,3,1,3,2,2,12.0,neutral or dissatisfied
16760,84366,Female,Loyal Customer,11,Business travel,Eco,591,3,3,3,3,3,3,3,3,4,1,3,1,3,3,21,31.0,neutral or dissatisfied
16761,103713,Male,Loyal Customer,53,Personal Travel,Eco,405,4,4,2,2,2,2,2,2,5,3,4,5,4,2,1,0.0,satisfied
16762,63409,Female,Loyal Customer,46,Personal Travel,Eco,447,5,4,5,3,3,4,5,5,5,5,5,1,5,1,0,0.0,satisfied
16763,110121,Female,Loyal Customer,57,Business travel,Business,1072,1,1,1,1,2,4,4,5,5,5,5,3,5,5,1,0.0,satisfied
16764,2301,Male,disloyal Customer,21,Business travel,Eco,690,3,2,2,4,4,2,4,4,1,3,4,1,4,4,0,0.0,neutral or dissatisfied
16765,28366,Female,Loyal Customer,36,Business travel,Eco,763,4,4,4,4,4,4,4,4,2,3,2,3,2,4,0,0.0,satisfied
16766,125684,Female,disloyal Customer,23,Business travel,Eco,857,3,3,3,4,5,3,5,5,2,3,3,3,4,5,0,0.0,neutral or dissatisfied
16767,83758,Male,Loyal Customer,57,Personal Travel,Eco Plus,1183,5,4,5,3,1,5,1,1,5,3,4,3,4,1,0,0.0,satisfied
16768,120222,Female,Loyal Customer,10,Business travel,Business,1303,3,1,3,1,3,3,3,3,2,2,3,2,3,3,0,0.0,neutral or dissatisfied
16769,102993,Male,disloyal Customer,33,Business travel,Eco,666,2,2,2,4,2,2,2,2,2,3,4,2,3,2,5,1.0,neutral or dissatisfied
16770,22799,Female,disloyal Customer,40,Business travel,Business,302,1,1,1,3,2,1,2,2,1,3,3,2,3,2,0,7.0,neutral or dissatisfied
16771,120797,Male,Loyal Customer,65,Personal Travel,Business,666,4,0,5,5,5,5,4,5,5,5,5,5,5,3,104,101.0,neutral or dissatisfied
16772,107386,Female,Loyal Customer,39,Business travel,Business,2603,3,3,3,3,3,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
16773,11419,Male,Loyal Customer,47,Business travel,Business,134,3,3,3,3,2,5,4,4,4,4,4,5,4,3,30,36.0,satisfied
16774,54293,Male,Loyal Customer,55,Business travel,Eco,1075,5,1,1,1,5,5,5,5,3,2,1,2,2,5,0,0.0,satisfied
16775,54675,Female,Loyal Customer,46,Business travel,Business,2155,2,2,2,2,2,1,3,4,4,5,4,4,4,4,15,8.0,satisfied
16776,5977,Female,Loyal Customer,42,Business travel,Business,1041,2,2,2,2,5,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
16777,96657,Female,Loyal Customer,33,Personal Travel,Eco,937,2,3,2,4,5,2,5,5,3,2,5,5,1,5,10,0.0,neutral or dissatisfied
16778,47279,Female,Loyal Customer,51,Business travel,Eco,588,4,3,3,3,2,4,4,4,4,4,4,1,4,1,0,0.0,satisfied
16779,105700,Female,Loyal Customer,51,Business travel,Business,1875,2,2,2,2,4,4,4,3,3,5,5,4,3,4,153,160.0,satisfied
16780,104530,Female,disloyal Customer,27,Business travel,Business,1047,5,5,5,4,2,5,2,2,5,4,4,4,5,2,0,0.0,satisfied
16781,77701,Male,disloyal Customer,25,Business travel,Eco,696,3,3,3,4,2,3,2,2,3,3,3,3,3,2,13,15.0,neutral or dissatisfied
16782,63399,Male,Loyal Customer,44,Personal Travel,Eco,372,2,5,2,5,4,2,3,4,3,3,3,4,5,4,0,0.0,neutral or dissatisfied
16783,50493,Male,Loyal Customer,35,Personal Travel,Eco,110,0,5,0,2,3,0,3,3,2,3,3,2,2,3,77,74.0,satisfied
16784,121822,Male,Loyal Customer,51,Business travel,Business,2107,4,4,4,4,3,5,4,4,4,5,4,4,4,5,16,9.0,satisfied
16785,87675,Male,disloyal Customer,22,Business travel,Eco,591,2,5,2,4,3,2,4,3,4,5,5,4,5,3,3,0.0,neutral or dissatisfied
16786,109558,Male,Loyal Customer,69,Personal Travel,Eco,873,3,4,3,1,3,3,3,3,4,2,5,2,2,3,7,5.0,neutral or dissatisfied
16787,5000,Male,Loyal Customer,32,Business travel,Business,3174,2,2,2,2,5,5,5,5,5,4,5,3,5,5,0,0.0,satisfied
16788,95673,Male,Loyal Customer,29,Personal Travel,Eco Plus,1131,1,3,1,4,1,1,1,4,1,2,3,1,1,1,181,168.0,neutral or dissatisfied
16789,50657,Female,Loyal Customer,32,Personal Travel,Eco,308,2,4,4,1,2,4,2,2,5,2,5,5,5,2,26,40.0,neutral or dissatisfied
16790,105733,Female,Loyal Customer,40,Business travel,Business,842,5,5,5,5,3,5,5,2,2,2,2,3,2,5,8,0.0,satisfied
16791,12532,Female,disloyal Customer,20,Business travel,Eco,871,2,2,2,3,4,2,4,4,4,1,1,1,2,4,0,0.0,neutral or dissatisfied
16792,37104,Male,Loyal Customer,29,Business travel,Business,1063,2,1,1,1,2,2,2,2,1,5,3,4,1,2,4,0.0,neutral or dissatisfied
16793,30380,Male,Loyal Customer,57,Business travel,Business,641,3,1,3,1,3,4,4,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
16794,97069,Male,disloyal Customer,25,Business travel,Business,715,4,0,5,1,4,5,4,4,3,3,4,5,4,4,0,0.0,satisfied
16795,121124,Female,Loyal Customer,42,Business travel,Business,2402,3,3,3,3,5,4,4,4,5,3,4,4,5,4,0,17.0,satisfied
